UPTOWN CDO EAGLES CLUB
PAGADIAN CITY EAGLES CLUB
METRO PAGADIAN EC
MSU-MAIN CAMPUS EC
JMIF ANDONG EC
MT. MAKATURING EC
DANSALAN ROYALE EC
MARANTAO KNIGHTS EC
BANDO EC
BALINGOAN EC
LAUREL EC.
CAVE CITY EC
GOLDEN HARVEST EC
GOLDEN HARVEST LADY EC
SUGBONGCOGON EC
MAAGAP SUPREME EC
MAAGAP SUPREME LADY EC
METRO ILIGAN EC
SAN FRANCISCO EC
IGACOS EC
JOLO EC
CEBU UNIFIED EC
CAGAYAN DE ORO EC
LAKE LANAO EC
METRO CAGAYAN EC
CDO DIAMOND EC
CDO DIAMOND LADY EC
BAY VIEW IPIL EC
IPIL EC
AGUS RIVER EC
PULANGI EC
KUSOG SINIRANGAN EC
PAGADIAN CITY EC
CDO BLUE EC
PAGADIAN CITY E C  
CABADBARAN CITY  EC
IMELDA EC
IMELDA LADY EC
BONIFACIO MATIKAS EC
BONIFACIO MATIKAS LADY EC
Oroquieta-Lopez Jaena JUNIOR EC
OROQUIETA-LOPEZ JAENA LADY EC
OROQUIETA-LOPEZ JAENA EC
MT. MALINDANG EC
MT. MALINDANG LADY EC
MT. MALINDANG JUNIOR EC
CDO GOLDEN EC
SOUTHER DAVAO EC
SOUTHER DAVAO LADY EC
MAA DAVAO EC
IPIL LADY EC
